11,-11
11,-12
9,-14
5,-16
3,-16
0,-15
-2,-11
-2,-9
-1,-7
2,-4
4,-3
12,-3
14,-4
15,-6
15,-9
11,-11
8,-12
5,-11
2,-10

-1,-11
3,-9

-9,-20
-7,-12
-5,-7
-7,-7
-9,-5
-9,-4
-8,-3
-6,-2,
-5,-3

-7,-5
-7,-4
-6,-4

8,-21
7,-19
7,-17
8,-15
9,-14

-9,-3
-9,3
-7,-2
-6,3
-4,-2

12,-3
13,-2
14,0
12,1
6,1
4,0
3,-1
1,-1
-1,0
-2,1
-3,4
-1,7

12,1
13,2
14,4
13,6
12,7
9,8

-7,0
-9,6
-9,12
-8,15
-6,17
-3,19
0,20
2,20
5,19
7,17
9,15
10,13
11,11
11,9
13,9
12,7

-8,13
-9,15
-8,18
-6,20
-4,20
-3,19

-6,13
-7,17
-6,20
-4,22
-1,22
1,21
2,20
